id,title,brand,season,gender,color,category,detail,hashtag,image,url,temperature,style
82,내셔널지오그래픽 슬리퍼 다이브 플러스 빅로고 슬리퍼 WHITE,내셔널지오그래픽,2019  ALL,"['남,여']",흰색,신발,슬리퍼,"['#로고', '#로고슬라이드', '#슬라이드']",https://image.msscdn.net/images/goods_img/20190207/948035/948035_1_500.jpg,https://store.musinsa.com/app/product/detail/948035/0,23,ALL
83,REAL LEATHER SINGLE STRAP SLIDES [BLACK],무신사 스탠다드,2020  S/S,"['남,여']",검정색,신발,슬리퍼,"['#가죽', '#가죽샌들', '#레더스트랩', '#샌들', '#슬리퍼', '#커플슬리퍼']",https://image.msscdn.net/images/goods_img/20200611/1482173/1482173_4_500.jpg,https://store.musinsa.com/app/product/detail/1482173/0,23,ALL
84,S2089 Vancouver slippers,비에스큐티바이클래시,2020  ALL,['남'],베이지색,신발,슬리퍼,"['#여름샌들', '#쪼리', '#키높이', '#BSQT']",https://image.msscdn.net/images/goods_img/20200731/1533951/1533951_1_500.jpg,https://store.musinsa.com/app/product/detail/1533951/0,23,ALL
85,샌드라인 3 (NAVY),디스커버리 익스페디션,2019  ALL,"['남,여']",네이비,신발,슬리퍼,"['#샌드라인', '#슬리퍼', '#신발']",https://image.msscdn.net/images/goods_img/20191022/1197829/1197829_1_500.jpg,https://store.musinsa.com/app/product/detail/1197829/0,23,ALL
86,1461 3홀 모노 블랙 14345001,닥터마틴,2020  S/S,"['남,여']",검정색,신발,구두,"['#가죽로퍼', '#닥마', '#닥마로퍼', '#닥터마틴로퍼', '#블랙', '#아메카지', '#1461']",https://image.msscdn.net/images/goods_img/20170728/595040/595040_1_500.jpg,https://store.musinsa.com/app/product/detail/595040/0,20,ALL
87,샌드라인 3 (BLACK),디스커버리 익스페디션,2019  ALL,"['남,여']",검정색,신발,슬리퍼,"['#샌드라인', '#슬리퍼', '#신발']",https://image.msscdn.net/images/goods_img/20191022/1197831/1197831_1_500.jpg,https://store.musinsa.com/app/product/detail/1197831/0,23,ALL
88,보스턴 SFB 타우페 560771,버켄스탁,ALL,"['남,여']",샌드,신발,슬리퍼,"['#버켄스탁샌들', '#버켄스탁슬리퍼', '#스트랩샌들', '#스트랩슬리퍼']",https://image.msscdn.net/images/goods_img/20170517/558537/558537_3_500.jpg,https://store.musinsa.com/app/product/detail/558537/0,23,캐주얼
89,지제 에바 블랙 128201,버켄스탁,ALL,"['남,여']",검정색,신발,슬리퍼,"['#블랙', '#슬리퍼', '#쪼리', '#플리플랍', '#플립플랍', '#EVA', '#EVA샌들']",https://image.msscdn.net/images/goods_img/20170504/550198/550198_2_500.jpg,https://store.musinsa.com/app/product/detail/550198/0,23,캐주얼
90,샌드라인 3 (WHITE),디스커버리 익스페디션,2019  ALL,"['남,여']",흰색,신발,슬리퍼,"['#샌드라인', '#슬리퍼', '#신발']",https://image.msscdn.net/images/goods_img/20191022/1197828/1197828_1_500.jpg,https://store.musinsa.com/app/product/detail/1197828/0,23,ALL
91,ADILETTE COMFORT AD CBLACK/FTWWHT/GRESIX,아디다스,2020  S/S,"['남,여']",검정색,신발,슬리퍼,"['#벨크로슬라이드', '#벨크로슬리퍼', '#블랙', '#삼선슬리퍼', '#슬라이드', '#아딜렛']",https://image.msscdn.net/images/goods_img/20200511/1439917/1439917_2_500.jpg,https://store.musinsa.com/app/product/detail/1439917/0,23,캐주얼
92,공용 CROCBAND NAVY (20SUCL11016),크록스,2020  ALL,"['남,여']",네이비,신발,샌들,"['#성인신발', '#크록스성인', '#크록스클로그', '#클로그']",https://image.msscdn.net/images/goods_img/20200204/1289042/1289042_1_500.jpg,https://store.musinsa.com/app/product/detail/1289042/0,23,캐주얼
93,Milano BF Blue,버켄스탁,2019  S/S,"['남,여']",네이비,신발,샌들,"['#밀라노', '#버켄스탁밀라노', '#버클', '#버클샌들', '#슬리퍼']",https://image.msscdn.net/images/goods_img/20190315/983506/983506_2_500.jpg,https://store.musinsa.com/app/product/detail/983506/0,23,캐주얼
94,버킷 슬라이드 (BEIGE),디스커버리 익스페디션,2020  ALL,"['남,여']",베이지색,신발,슬리퍼,"['#디스커버리', '#로고슬라이드', '#슬라이드', '#슬리퍼']",https://image.msscdn.net/images/goods_img/20191230/1258378/1258378_2_500.jpg,https://store.musinsa.com/app/product/detail/1258378/0,23,ALL
95,1004010-BLK 1004010-BLK / M ORIGINAL UNIVERSAL - URBAN / BLACK,테바,ALL,['남'],검정색,신발,샌들,"['#벨크로', '#스트랩', '#오리지널유니버셜', '#오리지널유니버셜도라도']",https://image.msscdn.net/images/goods_img/20150310/170069/170069_6_500.jpg,https://store.musinsa.com/app/product/detail/170069/0,23,캐주얼
96,NEW Smart Loafer R14M008  (Black),로맨틱무브,ALL,['남'],검정색,신발,로퍼,"['#구두', '#로퍼', '#블랙', '#수제화', '#슈즈', '#LOAFER']",https://image.msscdn.net/images/goods_img/20140930/127121/127121_1_500.jpg,https://store.musinsa.com/app/product/detail/127121/0,20,포멀
97,내셔널지오그래픽 슬리퍼 다이브 플러스 빅로고 슬리퍼 BLACK,내셔널지오그래픽,2019  ALL,"['남,여']",검정색,신발,슬리퍼,"['#로고', '#로고슬라이드', '#슬라이드']",https://image.msscdn.net/images/goods_img/20190207/948036/948036_1_500.jpg,https://store.musinsa.com/app/product/detail/948036/0,23,ALL
98,로고 슬라이드,에프씨엠엠,ALL,['남'],기타,신발,슬리퍼,"['#로고슬리퍼', '#슬라이더', '#슬리퍼']",https://image.msscdn.net/images/goods_img/20180321/740302/740302_1_500.jpg,https://store.musinsa.com/app/product/detail/740302/0,23,캐주얼
99,루커 (LOOKER (ALL BLACK)) [F-7005],돔바,ALL,"['남,여']",검정색,신발,샌들,['#루커'],https://image.msscdn.net/images/goods_img/20160526/359504/359504_1_500.jpg,https://store.musinsa.com/app/product/detail/359504/0,23,캐주얼
100,맨즈 Z2 샌들 블랙,차코,ALL,['남'],검정색,신발,샌들,"['#블랙', '#스트랩', '#스트랩샌들', '#스포츠샌들', '#커플샌들']",https://image.msscdn.net/images/goods_img/20160224/310769/310769_2_500.jpg,https://store.musinsa.com/app/product/detail/310769/0,23,캐주얼
101,BSQTBYCLASSY 875 NICE KOLFE DERBY SHOES LUCY BLACK,비에스큐티바이클래시,ALL,['남'],검정색,신발,구두,"['#더비구두', '#무광', '#블랙', '#해군군화']",https://image.msscdn.net/images/goods_img/20180130/705626/705626_1_500.jpg,https://store.musinsa.com/app/product/detail/705626/0,20,ALL
102,BSQT 531 CHEMNITZ  STRAP  SLIPPER  AQUA BLACK,비에스큐티바이클래시,ALL,['남'],검정색,신발,슬리퍼,"['#가죽샌들', '#로고슬라이드', '#블랙', '#슬라이드', '#슬리퍼', '#쪼리', '#BSQT']",https://image.msscdn.net/images/goods_img/20180505/773986/773986_1_500.jpg,https://store.musinsa.com/app/product/detail/773986/0,23,ALL
103,REAL LEATHER DOUBLE STRAP SLIDES [BLACK],무신사 스탠다드,2020  S/S,"['남,여']",검정색,신발,슬리퍼,"['#가죽샌들', '#가죽슬리퍼', '#레더', '#레더스트랩', '#레더슬리퍼', '#샌들', '#커플슬리퍼']",https://image.msscdn.net/images/goods_img/20200611/1482172/1482172_4_500.jpg,https://store.musinsa.com/app/product/detail/1482172/0,23,ALL
104,2nd Atelier 매트블랙 천연소가죽 코만도솔 더비슈즈 2NDF 100B,피렌체 아뜨리에,ALL,['남'],검정색,신발,구두,"['#더비', '#더비슈즈', '#블랙', '#세컨드아뜨리에', '#코만도솔구두']",https://image.msscdn.net/images/goods_img/20180419/760047/760047_2_500.jpg,https://store.musinsa.com/app/product/detail/760047/0,20,포멀
105,드리프터 테이피테잎 (1SM00561100),휠라,2018  ALL,"['남,여']",흰색,신발,슬리퍼,"['#로고슬라이드', '#슬라이드']",https://image.msscdn.net/images/goods_img/20181203/916404/916404_1_500.jpg,https://store.musinsa.com/app/product/detail/916404/0,23,캐주얼
106,Voya Flip Leather-CHOCOLATE BROWN,테바,2020  S/S,['남'],갈색,신발,슬리퍼,"['#남자샌들', '#로고슬라이드', '#슬라이드', '#슬리퍼', '#여름샌들', '#쿠션샌들', '#테바샌들']",https://image.msscdn.net/images/goods_img/20200414/1405155/1405155_1_500.jpg,https://store.musinsa.com/app/product/detail/1405155/0,23,캐주얼
107,REEBOK COMFORT SLID BLACK/WHITE/BLACK,리복,2020  S/S,"['남,여']",검정색,신발,슬리퍼,"['#로고슬라이드', '#로고슬리퍼', '#슬라이드', '#실내화', '#컴포트']",https://image.msscdn.net/images/goods_img/20200612/1482924/1482924_2_500.jpg,https://store.musinsa.com/app/product/detail/1482924/0,23,캐주얼
108,빅터 (VICTOR (ALL BLACK)) [F-7214],돔바,2019  ALL,"['남,여']",검정색,신발,샌들,[],https://image.msscdn.net/images/goods_img/20190520/1050108/1050108_1_500.jpg,https://store.musinsa.com/app/product/detail/1050108/0,23,캐주얼
109,베이직 투밴드 슬라이더 BYDM20S09,슈펜,2020  ALL,['남'],검정색,신발,슬리퍼,"['#남성샌들', '#남성화', '#데일리', '#슬리퍼']",https://image.msscdn.net/images/goods_img/20200514/1446722/1446722_2_500.jpg,https://store.musinsa.com/app/product/detail/1446722/0,23,ALL
110,버킷 슬라이드 (W/BLACK),디스커버리 익스페디션,2020  ALL,"['남,여']",검정색,신발,슬리퍼,"['#디스커버리', '#슬라이드', '#슬리퍼']",https://image.msscdn.net/images/goods_img/20200113/1269564/1269564_3_500.jpg,https://store.musinsa.com/app/product/detail/1269564/0,23,ALL
111,첼시 레인부츠 - 6color,락피쉬웨더웨어,2020  ALL,['여'],기타,신발,부츠,['#레인'],https://image.msscdn.net/images/goods_img/20200513/1443862/1443862_1_500.jpg,https://store.musinsa.com/app/product/detail/1443862/0,17,ALL
112,ADILETTE COMFORT DKBLUE/FTWWHT/DKBLUE,아디다스,2020  S/S,"['남,여']",네이비,신발,슬리퍼,"['#슬라이드', '#슬리퍼', '#아딜렛']",https://image.msscdn.net/images/goods_img/20190226/965925/965925_5_500.jpg,https://store.musinsa.com/app/product/detail/965925/0,23,캐주얼
113,WTRD4204 Chase Square Strap Sandal Matte black [240~290MM],위더로드,2020  ALL,['남'],검정색,신발,샌들,"['#가죽', '#가죽샌들', '#가죽스트랩', '#래더', '#래더샌들', '#래더스트랩', '#레더']",https://image.msscdn.net/images/goods_img/20200427/1423321/1423321_13_500.jpg,https://store.musinsa.com/app/product/detail/1423321/0,23,포멀
114,우먼스 오리지널유니버셜 화이트 1003987-WBLC,테바,ALL,['여'],기타,신발,샌들,"['#스트랩', '#스포츠', '#아웃도어']",https://image.msscdn.net/images/goods_img/20150521/204043/204043_1_500.jpg,https://store.musinsa.com/app/product/detail/204043/0,23,캐주얼
115,EEZAY FLIP FLOP FTWWHT/CBLACK/CBLACK,아디다스,2020  S/S,"['남,여']",흰색,신발,슬리퍼,"['#블랙', '#비치샌들', '#슬라이드', '#조리샌들', '#쪼리', '#플립플랍']",https://image.msscdn.net/images/goods_img/20200511/1439915/1439915_3_500.jpg,https://store.musinsa.com/app/product/detail/1439915/0,23,캐주얼
116,리카타 슬라이드,엘레쎄,ALL,"['남,여']",기타,신발,슬리퍼,[],https://image.msscdn.net/images/goods_img/20200511/1438821/1438821_1_500.jpg,https://store.musinsa.com/app/product/detail/1438821/0,23,캐주얼
117,아리조나 에바 화이트 129443,버켄스탁,ALL,"['남,여']",흰색,신발,슬리퍼,"['#스트랩샌들', '#스트랩슬리퍼', '#슬라이드', '#EVA', '#EVA샌들', '#EVA슬리퍼']",https://image.msscdn.net/images/goods_img/20170317/501207/501207_2_500.jpg,https://store.musinsa.com/app/product/detail/501207/0,23,캐주얼
118,WTRD4105  Exio Cross Sandal Matte black [250~290MM],위더로드,2020  S/S,['남'],검정색,신발,샌들,"['#가죽', '#가죽샌들', '#가죽스트랩', '#남자샌들', '#래더', '#래더샌들', '#래더스트랩']",https://image.msscdn.net/images/goods_img/20190502/1032784/1032784_7_500.jpg,https://store.musinsa.com/app/product/detail/1032784/0,23,포멀
119,[S75382] ADILETTE SANDAL W,아디다스,ALL,"['남,여']",검정색,신발,샌들,"['#벨크로', '#블랙', '#샌달', '#샌들', '#스니커즈', '#스포츠', '#아딜렛']",https://image.msscdn.net/images/goods_img/20160504/348154/348154_2_500.jpg,https://store.musinsa.com/app/product/detail/348154/0,23,캐주얼
120,네오 블랙 아일랜드 콕스 샌들 (N.B.I COX (BLACK)) [NBI-053],돔바,2020  ALL,['남'],검정색,신발,슬리퍼,['#블랙'],https://image.msscdn.net/images/goods_img/20200429/1428352/1428352_1_500.jpg,https://store.musinsa.com/app/product/detail/1428352/0,23,캐주얼
121,BSQT 431 BIELLA CROSS STRAP  SANDAL AQUA BLACK,비에스큐티바이클래시,ALL,['남'],검정색,신발,샌들,"['#가죽', '#가죽샌들', '#가죽스트랩', '#래더', '#래더샌들', '#래더스트랩', '#레더']",https://image.msscdn.net/images/goods_img/20180505/773985/773985_1_500.jpg,https://store.musinsa.com/app/product/detail/773985/0,23,ALL
122,남성용 소가죽 페니로퍼 HS-906_BLACK,하루타,2020  F/W,"['남,여,아동']",검정색,신발,로퍼,"['#가죽', '#페니']",https://image.msscdn.net/images/goods_img/20170919/636821/636821_1_500.jpg,https://store.musinsa.com/app/product/detail/636821/0,20,포멀
123,BOUNCE BLACK (H2006),호보켄,2020  ALL,"['남,여']",검정색,신발,슬리퍼,"['#남녀공용슬리퍼', '#발편한슬리퍼', '#슬라이드', '#여름샌들', '#여름슬리퍼']",https://image.msscdn.net/images/goods_img/20200521/1457785/1457785_1_500.jpg,https://store.musinsa.com/app/product/detail/1457785/0,23,포멀
124,2nd Atelier Two Way Leather Sandal 2NDS002B - summer edition,피렌체 아뜨리에,2020  ALL,['남'],검정색,신발,샌들,"['#가죽', '#가죽샌들', '#가죽스트랩', '#남자샌들', '#래더', '#래더샌들', '#래더스트랩']",https://image.msscdn.net/images/goods_img/20200416/1406912/1406912_2_500.jpg,https://store.musinsa.com/app/product/detail/1406912/0,23,포멀
125,90s SANDAL CBLACK/GRESIX/FTWWHT,아디다스,2020  S/S,"['남,여']",검정색,신발,샌들,"['#밸크로', '#밸크로샌들', '#벨크로', '#벨크로샌들', '#벨크로슬라이드', '#블랙', '#삼선샌들']",https://image.msscdn.net/images/goods_img/20200422/1415264/1415264_2_500.jpg,https://store.musinsa.com/app/product/detail/1415264/0,23,캐주얼
126,MS2559 HORSEBIT BLOAFER KALE BLACK [250~280MM],파스코로젠,2019  ALL,['남'],검정색,신발,로퍼,"['#남자구두', '#남자로퍼', '#블랙로퍼', '#홀스빗로퍼']",https://image.msscdn.net/images/goods_img/20191210/1247842/1247842_19_500.jpg,https://store.musinsa.com/app/product/detail/1247842/0,20,포멀
127,5085 UNIFORM OXFORD (LEATHER),로스코,병행수입,['남'],검정색,신발,구두,"['#구두', '#옥스퍼드', '#해군단화', '#OXFORD']",https://image.msscdn.net/images/goods_img/20140711/107513/107513_1_500.jpg,https://store.musinsa.com/app/product/detail/107513/0,20,포멀
128,BASE BULKY SLIDES (4.5CM HEEL),메종미네드,2019  ALL,['남'],검정색,신발,슬리퍼,"['#메종미네드20SS', '#샌들', '#슬라이드', '#슬리퍼', '#여름슬리퍼', '#키높이슬리퍼']",https://image.msscdn.net/images/goods_img/20190620/1078988/1078988_4_500.jpg,https://store.musinsa.com/app/product/detail/1078988/0,23,ALL
129,MS6389 U TIP BLOAFER BEINDING BLACK [250~280MM],파스코로젠,2019  ALL,['남'],검정색,신발,로퍼,"['#남자구두', '#남자로퍼', '#블랙', '#블로퍼', '#플레인블로퍼']",https://image.msscdn.net/images/goods_img/20191209/1247284/1247284_21_500.jpg,https://store.musinsa.com/app/product/detail/1247284/0,20,포멀
130,2nd Atelier 이중웰트 천연소가죽 유팁 페니로퍼 2NDF 700GB,피렌체 아뜨리에,2019  ALL,['남'],검정색,신발,로퍼,"['#가죽', '#로퍼', '#세컨드아뜨리에', '#코만도솔구두', '#페니', '#페니로퍼']",https://image.msscdn.net/images/goods_img/20190519/1049145/1049145_2_500.jpg,https://store.musinsa.com/app/product/detail/1049145/0,20,포멀
131,남성용 PU 페니로퍼 HS-6550_BLACK,하루타,2020  F/W,"['남,여,아동']",검정색,신발,로퍼,['#페니'],https://image.msscdn.net/images/goods_img/20170919/636831/636831_1_500.jpg,https://store.musinsa.com/app/product/detail/636831/0,20,포멀
132,네오 블랙 아일랜드 리폰 샌들 (N.B.I RIPON (BLACK)) [NBI-062],돔바,2020  ALL,['남'],검정색,신발,샌들,['#블랙'],https://image.msscdn.net/images/goods_img/20200429/1428348/1428348_1_500.jpg,https://store.musinsa.com/app/product/detail/1428348/0,23,캐주얼
133,[국내제작]1070_1 코만도 아웃솔 4홀 더비슈즈,르꼬르도니에,2020  ALL,['남'],기타,신발,구두,[],https://image.msscdn.net/images/goods_img/20200102/1260573/1260573_1_500.jpg,https://store.musinsa.com/app/product/detail/1260573/0,20,포멀
134,첼시부츠 블랙 2976 11853001,닥터마틴,ALL,"['남,여']",검정색,신발,부츠,"['#남자부츠', '#닥마부츠', '#닥터마틴부츠', '#블랙', '#앵클부츠', '#첼시부츠', '#2976']",https://image.msscdn.net/images/goods_img/20171106/665782/665782_1_500.jpg,https://store.musinsa.com/app/product/detail/665782/0,17,ALL
135,[인텐스] 시크 메탈 앵글굽 뮬 LCWD28I037,엘칸토,2020  ALL,['여'],회색,신발,구두,[],https://image.msscdn.net/images/goods_img/20200820/1557689/1557689_1_500.jpg,https://store.musinsa.com/app/product/detail/1557689/0,20,포멀
136,[인텐스] 모던시크 여성 펌프스 LCWD14I04C,엘칸토,2020  ALL,['여'],검정색,신발,힐/펌프스,[],https://image.msscdn.net/images/goods_img/20200820/1557634/1557634_1_500.jpg,https://store.musinsa.com/app/product/detail/1557634/0,20,포멀
137,[인텐스] 미니멀 여성 펌프스 LCWD40I04C,엘칸토,2020  ALL,['여'],검정색,신발,힐/펌프스,[],https://image.msscdn.net/images/goods_img/20200820/1557633/1557633_1_500.jpg,https://store.musinsa.com/app/product/detail/1557633/0,20,포멀
138,[인텐스] 베이직 여성 펌프스 LCWD18I039,엘칸토,2020  ALL,['여'],검정색,신발,힐/펌프스,[],https://image.msscdn.net/images/goods_img/20200820/1557629/1557629_1_500.jpg,https://store.musinsa.com/app/product/detail/1557629/0,20,포멀
139,[인텐스] 큐티 여성 리본 펌프스 LCWD85I039,엘칸토,2020  ALL,['여'],검정색,신발,힐/펌프스,[],https://image.msscdn.net/images/goods_img/20200820/1557438/1557438_1_500.jpg,https://store.musinsa.com/app/product/detail/1557438/0,20,포멀
140,[인텐스] 미니멀 여성 펌프스 LCWD88I04C,엘칸토,2020  ALL,['여'],회색,신발,힐/펌프스,[],https://image.msscdn.net/images/goods_img/20200820/1557434/1557434_1_500.jpg,https://store.musinsa.com/app/product/detail/1557434/0,20,포멀
141,[인텐스] 여성 스트랩 펌프스 LCWD10I039,엘칸토,2020  ALL,['여'],검정색,신발,힐/펌프스,[],https://image.msscdn.net/images/goods_img/20200820/1557428/1557428_1_500.jpg,https://store.musinsa.com/app/product/detail/1557428/0,20,포멀
142,[인텐스] 모던 여성 펌프스 LCWD45I039,엘칸토,2020  ALL,['여'],검정색,신발,힐/펌프스,[],https://image.msscdn.net/images/goods_img/20200820/1557426/1557426_1_500.jpg,https://store.musinsa.com/app/product/detail/1557426/0,20,포멀
143,[인텐스] 오피스 여성 펌프스 LCWD81I04C,엘칸토,2020  ALL,['여'],검정색,신발,힐/펌프스,[],https://image.msscdn.net/images/goods_img/20200820/1557418/1557418_1_500.jpg,https://store.musinsa.com/app/product/detail/1557418/0,20,포멀
144,[인텐스] 여성 가보시 펌프스 LCWD33I039,엘칸토,2020  ALL,['여'],회색,신발,힐/펌프스,[],https://image.msscdn.net/images/goods_img/20200820/1557410/1557410_1_500.jpg,https://store.musinsa.com/app/product/detail/1557410/0,20,포멀
145,[스타지오네] 소가죽 드라이빙 슈즈 LCMC43J04C,엘칸토,2020  ALL,['남'],흰색,신발,모카신/보트 슈즈,[],https://image.msscdn.net/images/goods_img/20200820/1557390/1557390_1_500.jpg,https://store.musinsa.com/app/product/detail/1557390/0,20,포멀
146,[스타지오네] 소가죽 드라이빙 슈즈 LCMC42J04C,엘칸토,2020  ALL,['남'],회색,신발,모카신/보트 슈즈,[],https://image.msscdn.net/images/goods_img/20200820/1557385/1557385_1_500.jpg,https://store.musinsa.com/app/product/detail/1557385/0,20,포멀
147,[스타지오네] 소가죽 드라이빙 슈즈 LCMC44J04C,엘칸토,2020  ALL,['남'],흰색,신발,모카신/보트 슈즈,[],https://image.msscdn.net/images/goods_img/20200820/1557379/1557379_1_500.jpg,https://store.musinsa.com/app/product/detail/1557379/0,20,포멀
148,[스타지오네] 소가죽 드라이빙 슈즈 LCMC41J04C,엘칸토,2020  ALL,['남'],흰색,신발,모카신/보트 슈즈,[],https://image.msscdn.net/images/goods_img/20200820/1557359/1557359_1_500.jpg,https://store.musinsa.com/app/product/detail/1557359/0,20,포멀
149,[스타지오네] 염소가죽 여성 로퍼 LCWC91J04C,엘칸토,2020  ALL,['여'],검정색,신발,로퍼,[],https://image.msscdn.net/images/goods_img/20200820/1557332/1557332_1_500.jpg,https://store.musinsa.com/app/product/detail/1557332/0,20,포멀
150,GRABITY BALANCE SLIDE,골스튜디오,2020  ALL,['남'],기타,신발,슬리퍼,"['#바캉스', '#슬라이더', '#슬리퍼', '#여름신발']",https://image.msscdn.net/images/goods_img/20200515/1447823/1447823_2_500.jpg,https://store.musinsa.com/app/product/detail/1447823/0,23,캐주얼
151,베이직 엑스밴드 슬라이더 BYDM20S10,슈펜,2020  ALL,['남'],검정색,신발,슬리퍼,"['#남성샌들', '#남성화', '#데일리', '#슬리퍼']",https://image.msscdn.net/images/goods_img/20200514/1446729/1446729_2_500.jpg,https://store.musinsa.com/app/product/detail/1446729/0,23,ALL
152,3.5cm 통소가죽 투라인 슬리퍼 버튼(CR0022),커스텀에이드,2020  ALL,['남'],검정색,신발,슬리퍼,"['#가죽슬리퍼', '#래더', '#래더슬리퍼', '#레더', '#레더슬리퍼', '#사무실슬리퍼', '#샌들']",https://image.msscdn.net/images/goods_img/20200422/1415471/1415471_1_500.jpg,https://store.musinsa.com/app/product/detail/1415471/0,23,ALL
153,BSQTBYCLASSY 377 AUGUST DERBY SHOES VINTAGE BLACK,비에스큐티바이클래시,,['남'],검정색,신발,구두,"['#더비구두', '#무광', '#블랙', '#해군군화']",https://image.msscdn.net/images/goods_img/20180130/705611/705611_1_500.jpg,https://store.musinsa.com/app/product/detail/705611/0,20,ALL
154,WTRD4203 Calla Square Toe Flip-flop Matte black [240~290MM],위더로드,2020  ALL,['남'],검정색,신발,슬리퍼,"['#가죽', '#가죽샌들', '#가죽스트랩', '#래더', '#래더샌들', '#래더스트랩', '#레더']",https://image.msscdn.net/images/goods_img/20200427/1423314/1423314_13_500.jpg,https://store.musinsa.com/app/product/detail/1423314/0,23,포멀
155,ESM28111 포카 no.14 와인아도방 - (wine advan) 65아도방,라비지오네,2020  ALL,['남'],딥레드,신발,로퍼,"['#구두', '#남성화', '#로퍼', '#수제화', '#슈즈', '#페니']",https://image.msscdn.net/images/goods_img/20200819/1555338/1555338_1_500.jpg,https://store.musinsa.com/app/product/detail/1555338/0,20,ALL
156,ESM28111 포카 no.13 브라운아도방 - (brown advan) 64아도방,라비지오네,2020  ALL,['남'],갈색,신발,로퍼,"['#구두', '#남성화', '#로퍼', '#수제화', '#슈즈', '#캐주얼']",https://image.msscdn.net/images/goods_img/20200819/1555328/1555328_1_500.jpg,https://store.musinsa.com/app/product/detail/1555328/0,20,ALL
157,ESM28111 포카 no.11 그린아도방 - (green advan) 59아도방,라비지오네,2020  ALL,['남'],녹색,신발,로퍼,"['#구두', '#남성화', '#로퍼', '#수제화', '#슈즈', '#페니']",https://image.msscdn.net/images/goods_img/20200819/1555306/1555306_1_500.jpg,https://store.musinsa.com/app/product/detail/1555306/0,20,ALL
158,ESM28111 포카 no.10 블루아도방 - (blue advan) 62아도방,라비지오네,2020  ALL,['남'],파란색,신발,로퍼,"['#구두', '#남성화', '#로퍼', '#수제화', '#슈즈', '#캐주얼']",https://image.msscdn.net/images/goods_img/20200819/1555291/1555291_1_500.jpg,https://store.musinsa.com/app/product/detail/1555291/0,20,ALL
159,ESM28214 리얀(블로퍼) no.6 글로우 블랙 - [glow black]-흑복스,라비지오네,2020  ALL,['남'],검정색,신발,로퍼,"['#구두', '#로퍼', '#수제화', '#슈즈', '#캐주얼']",https://image.msscdn.net/images/goods_img/20200819/1554963/1554963_1_500.jpg,https://store.musinsa.com/app/product/detail/1554963/0,20,ALL
160,ESM28214 리얀(블로퍼) no.5 와인아도방 - [wine advan]-65아도방,라비지오네,2020  ALL,['남'],딥레드,신발,로퍼,"['#남성화', '#로퍼', '#수제화', '#슈즈', '#캐주얼']",https://image.msscdn.net/images/goods_img/20200819/1554454/1554454_1_500.jpg,https://store.musinsa.com/app/product/detail/1554454/0,20,ALL
161,ESM28214 리얀(블로퍼) no.4 블루아도방 - [blue advan]-62아도방,라비지오네,2020  ALL,['남'],파란색,신발,로퍼,"['#남성화', '#로퍼', '#수제화', '#슈즈', '#캐주얼']",https://image.msscdn.net/images/goods_img/20200819/1554427/1554427_1_500.jpg,https://store.musinsa.com/app/product/detail/1554427/0,20,ALL
162,ESM28214 리얀(블로퍼) no.3 그린아도방 - [green advan]-59아도방,라비지오네,2020  ALL,['남'],녹색,신발,로퍼,"['#남성화', '#로퍼', '#수제화', '#슈즈', '#캐주얼']",https://image.msscdn.net/images/goods_img/20200819/1554412/1554412_1_500.jpg,https://store.musinsa.com/app/product/detail/1554412/0,20,ALL
163,ESM28214 리얀(블로퍼) no.1 브라운아도방 - [brown advan]-95아도방,라비지오네,2020  ALL,['남'],갈색,신발,로퍼,"['#남성화', '#로퍼', '#수제화', '#슈즈', '#캐주얼']",https://image.msscdn.net/images/goods_img/20200819/1554352/1554352_1_500.jpg,https://store.musinsa.com/app/product/detail/1554352/0,20,ALL
164,(비브람솔) 지퍼디테일 풀그레인 라운드토 첼시 9770 [BROWN FG],피렌체 아뜨리에,2020  ALL,['남'],갈색,신발,부츠,"['#비브람', '#비브람부츠', '#비브람첼시', '#첼시', '#첼시부츠']",https://image.msscdn.net/images/goods_img/20200819/1554105/1554105_1_500.jpg,https://store.musinsa.com/app/product/detail/1554105/0,17,포멀
165,시그니처 디어포멜 뮬 FGY1F1SM801 C2,포멜카멜레,2020  ALL,['여'],아이보리,신발,로퍼,[],https://image.msscdn.net/images/goods_img/20200819/1554332/1554332_1_500.jpg,https://store.musinsa.com/app/product/detail/1554332/0,20,포멀
166,시그니처 디어포멜 뮬 FGY1F1SM801 S1,포멜카멜레,2020  ALL,['여'],카멜,신발,로퍼,[],https://image.msscdn.net/images/goods_img/20200819/1554329/1554329_1_500.jpg,https://store.musinsa.com/app/product/detail/1554329/0,20,포멀
167,F11 ANAHEIM BLOAFER BLACK,비에스큐티바이클래시,2020  ALL,"['남,여']",검정색,신발,로퍼,"['#블로퍼', '#비에스큐티', '#슬리퍼', '#키높이', '#BSQT']",https://image.msscdn.net/images/goods_img/20200819/1555432/1555432_1_500.jpg,https://store.musinsa.com/app/product/detail/1555432/0,20,ALL
168,ESM28111 포카 no.15 글로우블랙 - (glow black) 흑복스,라비지오네,2020  ALL,['남'],검정색,신발,로퍼,"['#구두', '#남성화', '#로퍼', '#수제화', '#슈즈', '#캐주얼', '#페니']",https://image.msscdn.net/images/goods_img/20200819/1555354/1555354_1_500.jpg,https://store.musinsa.com/app/product/detail/1555354/0,20,ALL
