id,title,brand,season,gender,color,category,detail,hashtag,image,url,temperature,style
1,20S/S #0237 trabus paint jeans,페이탈리즘,2020  S/S,['남'],중청,바지,데님 팬츠,"['#데님', '#바지', '#와이드핏', '#페이탈리즘신상', '#페인트']",https://image.msscdn.net/images/goods_img/20200414/1403008/1403008_1_500.jpg,https://store.musinsa.com/app/product/detail/1403008/0,20.0,ALL
2,Rio / NewCrop2,피스워커,,['남'],데님,바지,데님 팬츠,"['#데님', '#중청진', '#진', '#청바지', '#크롭', '#크롭진']",https://image.msscdn.net/images/goods_img/20180219/718516/718516_7_500.jpg,https://store.musinsa.com/app/product/detail/718516/0,20.0,ALL
3,Mine worker ST Develop / NewCrop,피스워커,,['남'],데님,바지,데님 팬츠,"['#데님', '#마인워커', '#연청', '#워싱진', '#진', '#청', '#청바지']",https://image.msscdn.net/images/goods_img/20150712/226358/226358_14_500.jpg,https://store.musinsa.com/app/product/detail/226358/0,20.0,ALL
4,Bluish Medium Blue / New Stan,피스워커,2020  S/S,['남'],중청,바지,데님 팬츠,"['#데님', '#스탠다드', '#워싱진', '#중청', '#진', '#청']",https://image.msscdn.net/images/goods_img/20200226/1323090/1323090_1_500.jpg,https://store.musinsa.com/app/product/detail/1323090/0,20.0,ALL
5,Plant Manager2 / New Crop,피스워커,,['남'],데님,바지,데님 팬츠,"['#데님', '#진', '#청', '#청바지', '#크롭', '#크롭진']",https://image.msscdn.net/images/goods_img/20171019/655627/655627_9_500.jpg,https://store.musinsa.com/app/product/detail/655627/0,20.0,ALL
6,Adibreak Pant BLACK/WHITE,아디다스,2020  F/W,['여'],검정색,바지,트레이닝/조거 팬츠,"['#레트로팬츠', '#버튼팬츠', '#스웨트팬츠', '#아카이브팬츠', '#트랙팬츠', '#헤리티지팬츠']",https://image.msscdn.net/images/goods_img/20200806/1539028/1539028_1_500.jpg,https://store.musinsa.com/app/product/detail/1539028/0,20.0,캐주얼
7,1931 OBJECT JEANS [CROP STRAIGHT],브랜디드,2019  S/S,['남'],흰색,바지,데님 팬츠,"['#데님', '#스트레이트', '#와이드', '#진', '#청', '#청바지', '#크롭']",https://image.msscdn.net/images/goods_img/20190309/978464/978464_4_500.jpg,https://store.musinsa.com/app/product/detail/978464/0,20.0,ALL
8,Punk Town - MOD4 crop,모드나인,2019  F/W,['남'],데님,바지,데님 팬츠,"['#데님', '#워싱진', '#중청', '#청바지', '#크롭', '#펑크타운']",https://image.msscdn.net/images/goods_img/20190508/1037219/1037219_2_500.jpg,https://store.musinsa.com/app/product/detail/1037219/0,20.0,ALL
9,Ver.2 Classic Banding harfpants Shorts 2Package KHSP0427,다이클레즈,ALL,['남'],기타,바지,숏 팬츠,"['#반바지', '#밴딩팬츠', '#쇼츠', '#쇼츠세트', '#숏팬츠', '#패키지', '#하프팬츠']",https://image.msscdn.net/images/goods_img/20160616/371617/371617_4_500.jpg,https://store.musinsa.com/app/product/detail/371617/0,23.0,캐주얼
10,WIDE DENIM PANTS  (LIGHT BLUE),토피,2020  S/S,['남'],연청,바지,데님 팬츠,"['#데님팬츠', '#와이드', '#와이드데님', '#와이드청바지', '#와이드팬츠', '#청바지']",https://image.msscdn.net/images/goods_img/20180914/858911/858911_6_500.jpg,https://store.musinsa.com/app/product/detail/858911/0,20.0,캐주얼
11,블랙 남성 라인 포켓 조거 팬츠 (BO0721SG35),빈폴 스포츠,2020  F/W,['남'],검정색,바지,트레이닝/조거 팬츠,"['#바지단품', '#BO0721SG35']",https://image.msscdn.net/images/goods_img/20200811/1544953/1544953_1_500.jpg,https://store.musinsa.com/app/product/detail/1544953/0,20.0,캐주얼
12,그레이 남성 라인 포켓 조거 팬츠 (BO0721SG33),빈폴 스포츠,2020  F/W,['남'],회색,바지,트레이닝/조거 팬츠,"['#바지단품', '#BO0721SG33']",https://image.msscdn.net/images/goods_img/20200811/1544951/1544951_1_500.jpg,https://store.musinsa.com/app/product/detail/1544951/0,20.0,캐주얼
13,PINTUCK PNT BLACK/UTIBLK,아디다스,2020  F/W,['남'],검정색,바지,트레이닝/조거 팬츠,"['#스케이트보딩', '#스케이트보딩팬츠', '#아디다스스케이트보딩', '#핀턱트랙팬츠', '#핀턱팬츠']",https://image.msscdn.net/images/goods_img/20200807/1542036/1542036_1_500.jpg,https://store.musinsa.com/app/product/detail/1542036/0,20.0,캐주얼
14,PINTUCK PNT LEGRED/MINRED,아디다스,2020  F/W,['남'],딥레드,바지,트레이닝/조거 팬츠,"['#스케이트보딩', '#스케이트보딩팬츠', '#아디다스스케이트보딩', '#핀턱트랙팬츠', '#핀턱팬츠']",https://image.msscdn.net/images/goods_img/20200807/1542035/1542035_1_500.jpg,https://store.musinsa.com/app/product/detail/1542035/0,20.0,캐주얼
15,그린 남성 배색 셋업 조거 팬츠 (BO0721SG1M),빈폴 스포츠,2020  F/W,['남'],녹색,바지,트레이닝/조거 팬츠,"['#바지단품', '#BO0721SG1M']",https://image.msscdn.net/images/goods_img/20200729/1530948/1530948_2_500.jpg,https://store.musinsa.com/app/product/detail/1530948/0,20.0,캐주얼
16,블랙 남성 배색 셋업 조거 팬츠 (BO0721SG15),빈폴 스포츠,2020  F/W,['남'],검정색,바지,트레이닝/조거 팬츠,"['#바지단품', '#BO0721SG15']",https://image.msscdn.net/images/goods_img/20200729/1530947/1530947_2_500.jpg,https://store.musinsa.com/app/product/detail/1530947/0,20.0,캐주얼
17,[UNISEX] Triple Stitched Jogger Pants [GRAY BLUE],스컬프터,2020  F/W,['여'],다크 그레이,바지,트레이닝/조거 팬츠,"['#긴바지', '#남녀공용', '#남자조거팬츠', '#여자조거팬츠', '#유니섹스', '#조거', '#조거팬츠']",https://image.msscdn.net/images/goods_img/20200729/1531517/1531517_1_500.jpg,https://store.musinsa.com/app/product/detail/1531517/0,20.0,캐주얼
18,[UNISEX] Triple Stitched Jogger Pants [BLACK],스컬프터,2020  F/W,['여'],검정색,바지,트레이닝/조거 팬츠,"['#긴바지', '#남녀공용', '#남자조거팬츠', '#바지', '#여자조거팬츠', '#유니섹스', '#조거팬츠']",https://image.msscdn.net/images/goods_img/20200729/1531516/1531516_1_500.jpg,https://store.musinsa.com/app/product/detail/1531516/0,20.0,캐주얼
19,Minimal Straight Banding Slacks (Beige),틀영,2020  F/W,['남'],베이지색,바지,슈트 팬츠/슬랙스,"['#남자바지', '#남자슬랙스', '#미니멀', '#슬랙스', '#슬렉스', '#밴딩바지', '#밴딩슬랙스']",https://image.msscdn.net/images/goods_img/20200819/1556593/1556593_1_500.jpg,https://store.musinsa.com/app/product/detail/1556593/0,20.0,ALL
20,Minimal Straight Banding Slacks (Black),틀영,2020  F/W,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#남자바지', '#미니멀', '#밴딩', '#밴딩슬랙스', '#슬랙스', '#남자슬랙스']",https://image.msscdn.net/images/goods_img/20200819/1556576/1556576_1_500.jpg,https://store.musinsa.com/app/product/detail/1556576/0,20.0,ALL
21,GL Tapered Crop Jeans Light Blue,가먼트레이블,ALL,['남'],연청,바지,데님 팬츠,"['#데님팬츠', '#스트레이트', '#워싱', '#일자', '#청바지', '#크롭', '#테이퍼드']",https://image.msscdn.net/images/goods_img/20200731/1533547/1533547_1_500.jpg,https://store.musinsa.com/app/product/detail/1533547/0,20.0,ALL
22,V232 NONE SPAN WIDE DENIM PANTS (ICE),브아빗,2020  S/S,['남'],스카이 블루,바지,데님 팬츠,"['#데님', '#돌청', '#아이스진', '#와이드', '#와이드데님', '#청바지']",https://image.msscdn.net/images/goods_img/20200730/1532288/1532288_1_500.jpg,https://store.musinsa.com/app/product/detail/1532288/0,20.0,ALL
23,V029 TWO TUCK WIDE SLACKS (BLACK),브아빗,2020  S/S,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#슬랙스', '#와이드', '#와이드슬랙스', '#와이드팬츠', '#투턱슬랙스', '#SLACKS']",https://image.msscdn.net/images/goods_img/20200730/1532259/1532259_3_500.jpg,https://store.musinsa.com/app/product/detail/1532259/0,20.0,ALL
24,V029 TWO TUCK WIDE SLACKS (BEIGE),브아빗,2020  S/S,['남'],베이지색,바지,슈트 팬츠/슬랙스,"['#슬랙스', '#와이드', '#와이드슬랙스', '#와이드팬츠', '#투턱슬랙스', '#SLACKS']",https://image.msscdn.net/images/goods_img/20200730/1532258/1532258_2_500.jpg,https://store.musinsa.com/app/product/detail/1532258/0,20.0,ALL
25,Front Edge Medium Blue / New Stan,피스워커,2020  S/S,['남'],중청,바지,데님 팬츠,"['#데님', '#디테일데님', '#워싱진', '#절개', '#청', '#피스워커신상']",https://image.msscdn.net/images/goods_img/20200623/1494144/1494144_4_500.jpg,https://store.musinsa.com/app/product/detail/1494144/0,20.0,ALL
26,V280 PROUD CROP SLACKS (LIGHT BEIGE),브아빗,2020  S/S,['남'],베이지색,바지,슈트 팬츠/슬랙스,"['#슬랙스', '#정장바지', '#크롭', '#크롭슬랙스', '#크롭팬츠', '#팬츠']",https://image.msscdn.net/images/goods_img/20200511/1438630/1438630_1_500.jpg,https://store.musinsa.com/app/product/detail/1438630/0,20.0,ALL
27,V280 PROUD CROP SLACKS (KHAKI),브아빗,2020  S/S,['남'],카키,바지,슈트 팬츠/슬랙스,"['#슬랙스', '#정장바지', '#크롭', '#크롭슬랙스', '#크롭팬츠', '#팬츠']",https://image.msscdn.net/images/goods_img/20200511/1438627/1438627_1_500.jpg,https://store.musinsa.com/app/product/detail/1438627/0,20.0,ALL
28,GL Pajamas Linen Pants - Blue,가먼트레이블,2020  S/S,['남'],스트라이프,바지,코튼 팬츠,"['#리넨', '#면', '#밴딩', '#스트라이프', '#스판', '#와이드', '#일자', '#크롭']",https://image.msscdn.net/images/goods_img/20200507/1434834/1434834_1_500.jpg,https://store.musinsa.com/app/product/detail/1434834/0,20.0,ALL
29,썸머 쿨링 린넨 팬츠 베이지,굿라이프웍스,2020  S/S,['남'],베이지색,바지,코튼 팬츠,"['#리넨', '#린넨', '#린넨팬츠', '#마바지']",https://image.msscdn.net/images/goods_img/20200428/1425651/1425651_2_500.jpg,https://store.musinsa.com/app/product/detail/1425651/0,20.0,캐주얼
30,썸머 쿨링 린넨 팬츠 카키,굿라이프웍스,2020  S/S,['남'],카키,바지,코튼 팬츠,"['#리넨', '#린넨', '#린넨팬츠', '#마바지']",https://image.msscdn.net/images/goods_img/20200428/1425649/1425649_2_500.jpg,https://store.musinsa.com/app/product/detail/1425649/0,20.0,캐주얼
31,와이드 스트링 카고 팬츠 블랙,굿라이프웍스,2020  F/W,['남'],검정색,바지,트레이닝/조거 팬츠,"['#카고조거', '#트레이닝팬츠', '#조거팬츠']",https://image.msscdn.net/images/goods_img/20200806/1539340/1539340_2_500.jpg,https://store.musinsa.com/app/product/detail/1539340/0,20.0,캐주얼
32,GLW 와이드 카고 팬츠 베이지,굿라이프웍스,2020  F/W,['남'],베이지색,바지,코튼 팬츠,"['#카고팬츠', '#스트링']",https://image.msscdn.net/images/goods_img/20200806/1539173/1539173_4_500.jpg,https://store.musinsa.com/app/product/detail/1539173/0,20.0,캐주얼
33,NINA SUPER HIGH WAIST DESTROYED SKINNY JEANS IN ICE BLUE,배드블러드,2020  S/S,['여'],연청,바지,데님 팬츠,"['#스키니진', '#연청스키니', '#하이웨스트스키니진', '#하이웨스트청바지', '#하이웨스트연청바지', '#연청바지']",https://image.msscdn.net/images/goods_img/20200821/1558759/1558759_1_500.jpg,https://store.musinsa.com/app/product/detail/1558759/0,20.0,캐주얼
34,NINA SUPER HIGH WAIST DESTROYED SKINNY JEANS IN DARK BLUE,배드블러드,2020  S/S,['여'],데님,바지,데님 팬츠,"['#스키니진', '#여자스키니진', '#하이웨스트청바지', '#하이웨스트스키니진', '#여자청바지']",https://image.msscdn.net/images/goods_img/20200821/1558668/1558668_1_500.jpg,https://store.musinsa.com/app/product/detail/1558668/0,20.0,캐주얼
35,와이드 스트링 카고 팬츠 베이지,굿라이프웍스,2020  F/W,['남'],베이지색,바지,트레이닝/조거 팬츠,"['#와이드팬츠', '#카고팬츠', '#스트링', '#트레이닝팬츠']",https://image.msscdn.net/images/goods_img/20200806/1539347/1539347_2_500.jpg,https://store.musinsa.com/app/product/detail/1539347/0,20.0,캐주얼
36,GLW 와이드 카고 팬츠 브라운,굿라이프웍스,2020  F/W,['남'],갈색,바지,코튼 팬츠,"['#카고팬츠', '#스트링', '#와이드팬츠']",https://image.msscdn.net/images/goods_img/20200806/1539172/1539172_2_500.jpg,https://store.musinsa.com/app/product/detail/1539172/0,20.0,캐주얼
37,와이드 스트링 카고 팬츠 그레이,굿라이프웍스,2020  F/W,['남'],회색,바지,트레이닝/조거 팬츠,"['#와이드팬츠', '#카고팬츠', '#스트링팬츠', '#트레이닝팬츠']",https://image.msscdn.net/images/goods_img/20200806/1539346/1539346_2_500.jpg,https://store.musinsa.com/app/product/detail/1539346/0,20.0,캐주얼
38,와이드 스트링 카고 팬츠 네이비,굿라이프웍스,2020  F/W,['남'],네이비,바지,트레이닝/조거 팬츠,"['#스트링', '#트레이닝팬츠', '#트레이닝', '#카고팬츠', '#와이드팬츠']",https://image.msscdn.net/images/goods_img/20200806/1539341/1539341_2_500.jpg,https://store.musinsa.com/app/product/detail/1539341/0,20.0,캐주얼
39,GLW 트레이닝 스트링 팬츠  베이지,굿라이프웍스,2020  F/W,['남'],베이지색,바지,트레이닝/조거 팬츠,"['#스트링', '#트레이닝팬츠', '#트레이닝']",https://image.msscdn.net/images/goods_img/20200806/1539339/1539339_2_500.jpg,https://store.musinsa.com/app/product/detail/1539339/0,20.0,캐주얼
40,GLW 트레이닝 스트링 팬츠  그레이,굿라이프웍스,2020  F/W,['남'],회색,바지,트레이닝/조거 팬츠,"['#스트링', '#트레이닝팬츠', '#트레이닝']",https://image.msscdn.net/images/goods_img/20200806/1539338/1539338_2_500.jpg,https://store.musinsa.com/app/product/detail/1539338/0,20.0,캐주얼
41,GLW 트레이닝 스트링 팬츠  네이비,굿라이프웍스,2020  F/W,['남'],네이비,바지,트레이닝/조거 팬츠,"['#스트링', '#트레이닝팬츠', '#트레이닝']",https://image.msscdn.net/images/goods_img/20200806/1539337/1539337_2_500.jpg,https://store.musinsa.com/app/product/detail/1539337/0,20.0,캐주얼
42,GLW 트레이닝 스트링 팬츠  블랙,굿라이프웍스,2020  F/W,['남'],검정색,바지,트레이닝/조거 팬츠,"['#트레이닝', '#트레이닝팬츠', '#스트링']",https://image.msscdn.net/images/goods_img/20200806/1539336/1539336_2_500.jpg,https://store.musinsa.com/app/product/detail/1539336/0,20.0,캐주얼
43,(올시즌) ALL SEASON RIVET PANTS NAVY,디미트리블랙,2020  F/W,['남'],네이비,바지,슈트 팬츠/슬랙스,"['#슬랙스', '#팬츠', '#바지', '#면바지', '#무지', '#와이드팬츠', '#오버핏']",https://image.msscdn.net/images/goods_img/20200812/1547447/1547447_1_500.jpg,https://store.musinsa.com/app/product/detail/1547447/0,20.0,ALL
44,(올시즌) ALL SEASON RIVET PANTS CHARCOAL,디미트리블랙,2020  F/W,['남'],다크 그레이,바지,슈트 팬츠/슬랙스,"['#슬랙스', '#팬츠', '#바지', '#면바지', '#무지', '#와이드팬츠', '#오버핏']",https://image.msscdn.net/images/goods_img/20200812/1547446/1547446_1_500.jpg,https://store.musinsa.com/app/product/detail/1547446/0,20.0,ALL
45,(올시즌) ALL SEASON RIVET PANTS BLACK,디미트리블랙,2020  F/W,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#슬랙스', '#팬츠', '#바지', '#면바지', '#와이드팬츠', '#블랙', '#오버핏']",https://image.msscdn.net/images/goods_img/20200812/1547445/1547445_1_500.jpg,https://store.musinsa.com/app/product/detail/1547445/0,20.0,ALL
46,GLW 와이드 카고 팬츠 카키,굿라이프웍스,2020  F/W,['남'],카키,바지,코튼 팬츠,"['#카고팬츠', '#스트링', '#와이드팬츠']",https://image.msscdn.net/images/goods_img/20200806/1539171/1539171_2_500.jpg,https://store.musinsa.com/app/product/detail/1539171/0,20.0,캐주얼
47,WOMENS 면터치 세미부츠컷 팬츠 차콜,엄브로,2020  F/W,['여'],다크 그레이,바지,트레이닝/조거 팬츠,"['#WOMENS면터치세미부츠컷팬츠', '#가치', '#가치팬츠', '#축구', '#축구바지']",https://image.msscdn.net/images/goods_img/20200818/1552599/1552599_1_500.jpg,https://store.musinsa.com/app/product/detail/1552599/0,20.0,캐주얼
48,WOMENS 면터치 세미부츠컷 팬츠 블랙,엄브로,2020  F/W,['여'],검정색,바지,트레이닝/조거 팬츠,"['#가치', '#가치팬츠', '#축구', '#WOMENS면터치세미부츠컷팬츠', '#축구바지']",https://image.msscdn.net/images/goods_img/20200818/1552592/1552592_1_500.jpg,https://store.musinsa.com/app/product/detail/1552592/0,20.0,캐주얼
49,WOMENS 베이직 9부 레깅스 블랙,엄브로,2020  F/W,['여'],검정색,바지,레깅스,"['#WOMENS베이직9부레깅스', '#축구', '#축구긴바지', '#축구바지추천', '#축구언더']",https://image.msscdn.net/images/goods_img/20200818/1552410/1552410_1_500.jpg,https://store.musinsa.com/app/product/detail/1552410/0,17.0,캐주얼
50,WOMENS 베이직 9부 레깅스 다크브릭,엄브로,2020  F/W,['남'],레드 브라운,바지,레깅스,"['#축구', '#WOMENS베이직9부레깅스', '#축구긴바지', '#축구바지추천', '#축구언더']",https://image.msscdn.net/images/goods_img/20200818/1552411/1552411_1_500.jpg,https://store.musinsa.com/app/product/detail/1552411/0,17.0,캐주얼
51,F204WTP732 우먼스 엔에프엘 조거 팬츠 BLACK,엔에프엘,2020  F/W,['남'],검정색,바지,트레이닝/조거 팬츠,"['#조거팬츠', '#엔에프엘바지', '#엔에프엘팬츠', '#여자팬츠']",https://image.msscdn.net/images/goods_img/20200820/1558206/1558206_1_500.jpg,https://store.musinsa.com/app/product/detail/1558206/0,20.0,캐주얼
52,유소년 파크 2 니트 쇼트 NB_725988-657,나이키,병행수입,['남'],빨간색,바지,숏 팬츠,[],https://image.msscdn.net/images/goods_img/20200722/1523946/1523946_1_500.jpg,https://store.musinsa.com/app/product/detail/1523946/0,23.0,캐주얼
53,유소년 파크 2 니트 쇼트 NB_725988-463,나이키,병행수입,['남'],파란색,바지,숏 팬츠,[],https://image.msscdn.net/images/goods_img/20200722/1523947/1523947_1_500.jpg,https://store.musinsa.com/app/product/detail/1523947/0,23.0,캐주얼
54,유소년 파크 2 니트 쇼트 NB_725988-100,나이키,병행수입,['남'],흰색,바지,숏 팬츠,[],https://image.msscdn.net/images/goods_img/20200722/1523948/1523948_1_500.jpg,https://store.musinsa.com/app/product/detail/1523948/0,23.0,캐주얼
55,WOMENS PTR 다이아 레깅스,엄브로,2020  F/W,['남'],검정색,바지,레깅스,"['#축구', '#축구긴바지', '#WOMENSPTR다이아레깅스', '#축구바지추천', '#축구언더']",https://image.msscdn.net/images/goods_img/20200818/1552275/1552275_1_500.jpg,https://store.musinsa.com/app/product/detail/1552275/0,17.0,캐주얼
56,남성 511™ 슬림 핏 스트레치 진_04511-4828,리바이스,2020  S/S,['남'],연청,바지,데님 팬츠,"['#남성바지', '#남자바지', '#남자팬츠']",https://image.msscdn.net/images/goods_img/20200819/1554738/1554738_1_500.jpg,https://store.musinsa.com/app/product/detail/1554738/0,20.0,ALL
57,남성 511™ 슬림 핏 스트레치 진_04511-4701,리바이스,2020  S/S,['남'],연청,바지,데님 팬츠,"['#남성바지', '#남자바지', '#남자팬츠']",https://image.msscdn.net/images/goods_img/20200819/1554737/1554737_1_500.jpg,https://store.musinsa.com/app/product/detail/1554737/0,20.0,ALL
58,남성 511™ 슬림 핏 스트레치 진_04511-4702,리바이스,2020  S/S,['남'],데님,바지,데님 팬츠,"['#남성바지', '#남자바지', '#남자팬츠']",https://image.msscdn.net/images/goods_img/20200819/1554734/1554734_1_500.jpg,https://store.musinsa.com/app/product/detail/1554734/0,20.0,ALL
59,Slim training pants밑단꽉 시보리 트레이닝팬츠(MCD1-PT2051),모카썸,2020  F/W,['여'],네이비,바지,트레이닝/조거 팬츠,"['#팬츠', '#트레이닝', '#트레이닝팬츠']",https://image.msscdn.net/images/goods_img/20200819/1554031/1554031_1_500.jpg,https://store.musinsa.com/app/product/detail/1554031/0,20.0,캐주얼
60,COOLMAX TAPERED HIDDEN BANDING CROP SLACKS [BLACK],무신사 스탠다드,2020  S/S,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#여름바지', '#여름슬랙스', '#정장바지', '#쿨탠다드', '#밴딩', '#테이퍼드']",https://image.msscdn.net/images/goods_img/20200512/1440874/1440874_2_500.jpg,https://store.musinsa.com/app/product/detail/1440874/0,20.0,ALL
61,[패키지] BASIC HALF PANTS (11COLOR) [GSP821I23],그루브라임,2020  S/S,['남'],검정색,바지,숏 팬츠,"['#남자반바지', '#반바지', '#밴딩', '#베이직하프팬츠', '#쇼츠', '#쇼츠세트', '#쇼트팬츠']",https://image.msscdn.net/images/goods_img/20170424/544003/544003_1_500.jpg,https://store.musinsa.com/app/product/detail/544003/0,23.0,캐주얼
62,1931 OBJECT JEANS [CROP STRAIGHT],브랜디드,2019  S/S,['남'],흰색,바지,데님 팬츠,"['#데님', '#스트레이트', '#와이드', '#진', '#청', '#청바지', '#크롭']",https://image.msscdn.net/images/goods_img/20190309/978464/978464_4_500.jpg,https://store.musinsa.com/app/product/detail/978464/0,20.0,ALL
63,TAPERED HIDDEN BANDING CROP SLACKS [BLACK],무신사 스탠다드,2019  ALL,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#밴딩슬랙스', '#셋업팬츠', '#정장바지', '#퍼펙트슬랙스', '#밴딩', '#테이퍼드']",https://image.msscdn.net/images/goods_img/20190910/1149328/1149328_3_500.jpg,https://store.musinsa.com/app/product/detail/1149328/0,20.0,ALL
64,SEMI WIDE HIDDEN BANDING SLACKS [BLACK],무신사 스탠다드,2019  ALL,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#루즈핏', '#밴딩슬랙스', '#셋업팬츠', '#와이드핏', '#정장바지', '#퍼펙트슬랙스', '#밴딩', '#와이드']",https://image.msscdn.net/images/goods_img/20190910/1149329/1149329_3_500.jpg,https://store.musinsa.com/app/product/detail/1149329/0,20.0,ALL
65,LIGHTWEIGHT TAPERED HIDDEN BANDING CROP SLACKS [BLACK],무신사 스탠다드,2020  S/S,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#라이트웨이트컬렉션', '#셋업', '#얇은바지', '#여름바지', '#정장', '#퍼펙트슬랙스', '#밴딩', '#테이퍼드']",https://image.msscdn.net/images/goods_img/20200226/1323968/1323968_3_500.jpg,https://store.musinsa.com/app/product/detail/1323968/0,20.0,ALL
66,WIDE DENIM PANTS  (LIGHT BLUE),토피,2020  S/S,['남'],연청,바지,데님 팬츠,"['#데님팬츠', '#와이드', '#와이드데님', '#와이드청바지', '#와이드팬츠', '#청바지']",https://image.msscdn.net/images/goods_img/20180914/858911/858911_6_500.jpg,https://store.musinsa.com/app/product/detail/858911/0,20.0,캐주얼
67,UTILITY SHORTS [BLACK],무신사 스탠다드,2019  S/S,['남'],검정색,바지,숏 팬츠,"['#반바지', '#벨티드팬츠', '#아웃도어', '#올데이쇼츠', '#하프팬츠']",https://image.msscdn.net/images/goods_img/20180424/763134/763134_4_500.jpg,https://store.musinsa.com/app/product/detail/763134/0,23.0,ALL
68,P 035 wide banding Slacks BK,하프크라이즈,ALL,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#밴딩바지', '#밴딩슬랙스', '#밴딩팬츠', '#슬랙스', '#와이드', '#와이드슬랙스', '#와이드핏']",https://image.msscdn.net/images/goods_img/20170216/484461/484461_2_500.jpg,https://store.musinsa.com/app/product/detail/484461/0,20.0,ALL
69,[얇은Ver]20SS 미니멀 스탠다드 카고조거 슬랙스,세븐셀라,2019  F/W,['남'],검정색,바지,트레이닝/조거 팬츠,"['#슬랙스', '#조거카고', '#조거팬츠', '#카고조거', '#카고조거팬츠', '#트랙팬츠']",https://image.msscdn.net/images/goods_img/20190722/1100326/1100326_9_500.jpg,https://store.musinsa.com/app/product/detail/1100326/0,20.0,캐주얼
70,스우시 반바지 (블랙),나이키,병행수입,['남'],기타,바지,숏 팬츠,"['#나이키반바지', '#나이키쇼츠', '#남자반바지', '#반바지', '#쇼트팬츠', '#스우시반바지', '#트레이닝반바지']",https://image.msscdn.net/images/goods_img/20190404/1005314/1005314_1_500.jpg,https://store.musinsa.com/app/product/detail/1005314/0,23.0,캐주얼
71,COOLMAX SEMI WIDE HIDDEN BANDING SLACKS [BLACK],무신사 스탠다드,2020  S/S,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#여름바지', '#여름슬랙스', '#정장바지', '#쿨탠다드', '#밴딩', '#와이드']",https://image.msscdn.net/images/goods_img/20200508/1436504/1436504_1_500.jpg,https://store.musinsa.com/app/product/detail/1436504/0,20.0,ALL
72,WIDE HIDDEN BANDING SLACKS [BLACK],무신사 스탠다드,2019  ALL,['남'],검정색,바지,슈트 팬츠/슬랙스,"['#루즈핏', '#밴딩슬랙스', '#셋업팬츠', '#와이드핏', '#정장바지', '#퍼펙트슬랙스', '#밴딩', '#와이드']",https://image.msscdn.net/images/goods_img/20190927/1168906/1168906_3_500.jpg,https://store.musinsa.com/app/product/detail/1168906/0,20.0,ALL
73,[SET]AHPT-05 마운틴 이지 하프팬츠,에인트크랙,2020  S/S,['남'],기타,바지,숏 팬츠,"['#반바지', '#숏츠', '#스윔팬츠', '#하프팬츠', '#5인치']",https://image.msscdn.net/images/goods_img/20200427/1423430/1423430_1_500.jpg,https://store.musinsa.com/app/product/detail/1423430/0,23.0,캐주얼
74,COTTON BASIC HALF PANTS (5 COLOR) [GSP824I23],그루브라임,2020  S/S,['남'],기타,바지,숏 팬츠,"['#면바지', '#반바지', '#밴딩', '#밴딩반바지', '#밴딩쇼츠', '#밴딩숏츠', '#쇼츠']",https://image.msscdn.net/images/goods_img/20200408/1389495/1389495_1_500.jpg,https://store.musinsa.com/app/product/detail/1389495/0,23.0,캐주얼
75,M FAC SHORT BLACK/WHITE,아디다스,2020  S/S,['남'],검정색,바지,숏 팬츠,"['#밴딩반바지', '#밴딩팬츠', '#쇼츠팬츠', '#추리닝반바지']",https://image.msscdn.net/images/goods_img/20200323/1364029/1364029_4_500.jpg,https://store.musinsa.com/app/product/detail/1364029/0,23.0,캐주얼
76,WIDE DENIM PANTS (DEEP GREY),토피,2020  S/S,['남'],회색,바지,데님 팬츠,"['#데님팬츠', '#와이드', '#와이드데님', '#와이드청바지', '#와이드팬츠', '#청바지']",https://image.msscdn.net/images/goods_img/20181025/890338/890338_8_500.jpg,https://store.musinsa.com/app/product/detail/890338/0,20.0,캐주얼
77,Punk Town - MOD4 crop,모드나인,2019  F/W,['남'],데님,바지,데님 팬츠,"['#데님', '#워싱진', '#중청', '#청바지', '#크롭', '#펑크타운']",https://image.msscdn.net/images/goods_img/20190508/1037219/1037219_2_500.jpg,https://store.musinsa.com/app/product/detail/1037219/0,20.0,ALL
78,NYLON EASY SHORTS [BLACK],무신사 스탠다드,2019  S/S,['남'],검정색,바지,숏 팬츠,"['#쇼츠_ALL-ROUND', '#여름바지', '#올데이쇼츠', '#이지팬츠', '#하프팬츠']",https://image.msscdn.net/images/goods_img/20190503/1034119/1034119_4_500.jpg,https://store.musinsa.com/app/product/detail/1034119/0,23.0,ALL
79,[SET] CRISPY NYLON SHORTS_LIME,코드그라피,2020  S/S,['남'],기타,바지,숏 팬츠,"['#남자반바지', '#반바지', '#밴딩', '#밴딩반바지', '#밴딩쇼츠', '#쇼츠']",https://image.msscdn.net/images/goods_img/20200508/1436218/1436218_1_500.jpg,https://store.musinsa.com/app/product/detail/1436218/0,23.0,캐주얼
